Date,Open,High,Low,Close,Adj Close,Volume
2018-12-10,54.549999,54.820000,53.610001,53.799999,45.236179,1753400
2018-12-11,54.439999,54.950001,52.599998,52.980000,44.546707,1678200
2018-12-12,53.630001,54.500000,53.380001,53.980000,45.387516,1135200
2018-12-13,54.070000,54.939999,53.810001,54.549999,45.866791,1504100
2018-12-14,53.919998,54.070000,52.919998,53.279999,45.171581,1175800
2018-12-17,52.939999,53.180000,52.080002,52.360001,44.391594,1514100
2018-12-18,52.500000,53.150002,52.369999,52.630001,44.620502,1874700
2018-12-19,52.880001,53.880001,52.810001,52.939999,44.883324,1565800
2018-12-20,52.529999,53.042999,51.080002,51.889999,43.993122,1778200
2018-12-21,52.080002,53.174999,51.509998,51.680000,43.815083,2048100
2018-12-24,51.470001,51.720001,50.279999,50.610001,42.907925,1696500
2018-12-26,50.680000,52.380001,50.200001,52.330002,44.366158,986300
2018-12-27,51.630001,52.480000,50.860001,52.459999,44.476372,1386300
2018-12-28,52.720001,52.959999,51.810001,52.009998,44.094856,1010000
2018-12-31,52.160000,52.779999,51.680000,52.299999,44.340717,1232600
2019-01-02,51.610001,52.060001,50.779999,51.419998,43.594646,1939100
2019-01-03,51.139999,52.389999,51.139999,52.130001,44.196594,2245900
2019-01-04,52.770000,54.270000,52.709999,54.139999,45.900703,1722400
2019-01-07,54.000000,55.700001,53.730000,55.610001,47.146992,1824600
2019-01-08,55.799999,56.099998,54.419998,54.540001,46.239826,1231200
2019-01-09,55.160000,55.349998,54.209999,54.770000,46.434830,1400500
2019-01-10,54.490002,55.740002,54.349998,55.400002,46.968956,1345600
2019-01-11,54.950001,56.700001,54.880001,56.529999,47.926975,2124800
2019-01-14,56.139999,56.139999,55.310001,55.840000,47.341995,804100
2019-01-15,55.880001,56.380001,55.880001,56.119999,47.579376,767600
2019-01-16,56.070000,56.619999,56.070000,56.509998,47.910019,799400
2019-01-17,56.240002,57.330002,56.240002,57.250000,48.537418,1092300
2019-01-18,57.540001,58.270000,56.919998,57.459999,48.715454,1977700
2019-01-22,57.180000,57.230000,56.619999,57.029999,48.350895,1248600
2019-01-23,60.330002,62.650002,60.119999,62.610001,53.081692,9164200
2019-01-24,63.230000,64.110001,62.639999,63.650002,53.963428,3608700
2019-01-25,64.139999,64.169998,62.805000,63.090000,53.488651,1666000
2019-01-28,62.599998,63.029999,62.075001,63.020000,53.429306,1808700
2019-01-29,63.000000,63.000000,62.480000,62.820000,53.259743,2166200
2019-01-30,63.189999,63.669998,61.779999,62.419998,52.920616,2907300
2019-01-31,62.430000,62.830002,61.990002,62.650002,53.115604,1769000
2019-02-01,62.820000,62.990002,62.320000,62.610001,53.081692,1293800
2019-02-04,62.709999,63.230000,62.369999,62.700001,53.158005,1393000
2019-02-05,63.080002,63.080002,62.080002,62.110001,52.657795,1866400
2019-02-06,62.209999,63.029999,62.009998,62.590000,53.064739,1791900
2019-02-07,62.099998,62.630001,62.029999,62.310001,52.827354,1726600
2019-02-08,62.369999,62.759998,61.709999,62.700001,53.158005,1999200
2019-02-11,64.470001,65.589996,63.049999,63.720001,54.022766,4494000
2019-02-12,63.939999,64.320000,63.310001,64.260002,54.480595,2658000
2019-02-13,64.260002,64.800003,63.860001,64.459999,54.650154,2144000
2019-02-14,64.110001,64.275002,63.580002,63.830002,54.116032,1375500
2019-02-15,64.129997,65.000000,64.010002,64.690002,54.845158,1437900
2019-02-19,64.559998,65.019997,64.169998,64.940002,55.057121,1206000
2019-02-20,65.180000,65.260002,64.290001,64.669998,54.828186,1303800
2019-02-21,64.459999,65.290001,64.250000,64.750000,54.896019,1198400
2019-02-22,64.330002,64.510002,62.590000,63.459999,53.802341,2137500
2019-02-25,63.900002,63.900002,62.480000,62.490002,52.979961,2342300
2019-02-26,62.490002,63.070000,62.195000,62.560001,53.039307,1440300
2019-02-27,62.560001,62.869999,62.450001,62.529999,53.013870,1173300
2019-02-28,62.500000,63.540001,62.299999,63.209999,53.590389,1353200
2019-03-01,63.669998,63.799999,62.740002,63.080002,53.480167,1432400
2019-03-04,63.230000,63.500000,62.049999,62.439999,52.937569,2368400
2019-03-05,62.549999,62.709999,62.139999,62.380001,52.886703,1120900
2019-03-06,62.470001,62.730000,61.790001,61.810001,52.403439,809400
2019-03-07,61.599998,61.660000,60.700001,61.270000,51.945629,2495600
2019-03-08,61.060001,62.950001,61.020000,62.869999,53.302132,1847200
2019-03-11,62.840000,63.430000,62.349998,62.400002,52.903656,1472100
2019-03-12,62.299999,63.099998,62.040001,62.580002,53.056267,1509500
2019-03-13,62.840000,63.680000,62.834999,63.040001,53.446259,2269300
2019-03-14,62.570000,62.950001,62.180000,62.700001,53.582993,729300
2019-03-15,62.840000,63.610001,62.719002,63.119999,53.941929,624200
2019-03-18,63.040001,63.520000,62.889999,63.389999,54.172665,2072200
2019-03-19,63.810001,64.000000,63.459999,63.709999,54.446133,1824800
2019-03-20,63.130001,63.419998,62.779999,62.900002,53.753910,878000
2019-03-21,62.889999,63.619999,62.639999,63.470001,54.241035,1512900
2019-03-22,63.349998,63.759998,63.080002,63.439999,54.215389,1034900
2019-03-25,63.439999,63.810001,62.770000,63.779999,54.505951,1086000
2019-03-26,63.860001,64.360001,63.779999,64.290001,54.941803,942900
2019-03-27,64.239998,65.309998,64.220001,64.940002,55.497288,1259600
2019-03-28,65.160004,66.000000,65.050003,65.599998,56.061310,1291000
2019-03-29,66.000000,66.050003,65.050003,65.110001,55.642551,2162100
2019-04-01,65.320000,65.730003,64.970001,65.650002,56.104042,2706600
2019-04-02,65.550003,65.589996,64.910004,65.440002,55.924572,1944600
2019-04-03,65.620003,66.120003,65.379997,65.860001,56.283504,1141100
2019-04-04,65.889999,66.500000,65.820000,65.900002,56.317696,851200
2019-04-05,66.430000,66.500000,65.589996,65.879997,56.300598,1171500
2019-04-08,65.779999,66.080002,65.220001,65.910004,56.326241,1140000
2019-04-09,65.629997,65.750000,65.000000,65.250000,55.762207,1083700
2019-04-10,65.279999,65.820000,65.054001,65.650002,56.104042,1078300
2019-04-11,65.750000,66.150002,65.610001,66.110001,56.497150,1544400
2019-04-12,66.459999,66.680000,65.870003,66.580002,56.898823,1092400
2019-04-15,66.610001,66.760002,65.709999,66.449997,56.787708,1260000
2019-04-16,66.720001,66.910004,66.220001,66.360001,56.710815,876700
2019-04-17,66.559998,66.809998,66.150002,66.480003,56.813362,845500
2019-04-18,66.470001,67.930000,66.400002,67.760002,57.907238,1106800
2019-04-22,67.790001,67.889999,65.199997,65.919998,56.334782,4416800
2019-04-23,66.019997,66.849998,65.720001,65.870003,56.292068,2043000
2019-04-24,65.589996,66.160004,65.320000,65.629997,56.086956,1416400
2019-04-25,65.430000,65.860001,64.980003,65.660004,56.112591,1216600
2019-04-26,65.680000,66.580002,65.379997,66.459999,56.796261,1807900
2019-04-29,64.410004,65.989998,63.700001,65.500000,55.975857,6837900
2019-04-30,65.599998,66.080002,64.580002,65.239998,55.753654,2316700
2019-05-01,65.129997,65.769997,64.629997,65.230003,55.745110,1202100
2019-05-02,65.410004,66.059998,64.779999,65.660004,56.112591,1384500
2019-05-03,66.050003,67.529999,66.000000,66.769997,57.061176,3703700
2019-05-06,66.309998,67.610001,66.099998,67.139999,57.377388,1970200
2019-05-07,66.639999,67.430000,66.580002,67.320000,57.531223,1166400
2019-05-08,67.080002,67.089996,66.120003,66.529999,56.856079,1312500
2019-05-09,66.029999,67.250000,65.970001,67.010002,57.266285,1905400
2019-05-10,66.849998,67.430000,66.580002,67.269997,57.488476,1251100
2019-05-13,66.239998,66.239998,65.383003,65.830002,56.257866,1833400
2019-05-14,66.110001,66.669998,65.860001,66.370003,56.719353,1658500
2019-05-15,66.839996,68.000000,66.290001,66.760002,57.052635,2496600
